日期,品种,标的,多空,数量,可用数量,收盘价/结算价,市值/价值,盈亏/逐笔浮盈,开仓均价,持仓均价（期货）,保证金,当日盈亏,今手数,盈亏占比,仓位占比
2025-01-02,基金,纳指ETF(513100.XSHG),多,36600股,36600股,1.643,60133.8,183,1.638,-,0,183,36600股,0.31%,60177,99.93%
2025-01-02,,Cash,,,,,43.2,,,,,,,,0
2025-01-03,基金,纳指ETF(513100.XSHG),多,36600股,36600股,1.633,59767.8,-183,1.638,-,0,-366,0股,-0.31%,59811,99.93%
2025-01-03,,Cash,,,,,43.2,,,,,,,,0
2025-01-06,基金,南方原油(501018.XSHG),多,47800股,47800股,1.273,60849.4,0,1.273,-,0,0,47800股,-0%,60933.43,99.86%
2025-01-06,,Cash,,,,,84.03,,,,,,,,0
2025-01-07,基金,南方原油(501018.XSHG),多,47800股,47800股,1.27,60706,-143.4,1.273,-,0,-143.4,0股,-0.24%,60790.03,99.86%
2025-01-07,,Cash,,,,,84.03,,,,,,,,0
2025-01-08,基金,南方原油(501018.XSHG),多,47800股,47800股,1.291,61709.8,860.4,1.273,-,0,1003.8,0股,1.41%,61793.83,99.86%
2025-01-08,,Cash,,,,,84.03,,,,,,,,0
2025-01-09,基金,南方原油(501018.XSHG),多,47800股,47800股,1.274,60897.2,47.8,1.273,-,0,-812.6,0股,0.08%,60981.23,99.86%
2025-01-09,,Cash,,,,,84.03,,,,,,,,0
2025-01-10,基金,南方原油(501018.XSHG),多,47800股,47800股,1.291,61709.8,860.4,1.273,-,0,812.6,0股,1.41%,61793.83,99.86%
2025-01-10,,Cash,,,,,84.03,,,,,,,,0
2025-01-13,基金,南方原油(501018.XSHG),多,47800股,47800股,1.349,64482.2,3632.8,1.273,-,0,2772.4,0股,5.97%,64566.23,99.87%
2025-01-13,,Cash,,,,,84.03,,,,,,,,0
2025-01-14,基金,南方原油(501018.XSHG),多,47800股,47800股,1.334,63765.2,2915.8,1.273,-,0,-717,0股,4.79%,63849.23,99.87%
2025-01-14,,Cash,,,,,84.03,,,,,,,,0
2025-01-15,基金,南方原油(501018.XSHG),多,47800股,47800股,1.332,63669.6,2820.2,1.273,-,0,-95.6,0股,4.63%,63753.63,99.87%
2025-01-15,,Cash,,,,,84.03,,,,,,,,0
2025-01-16,基金,南方原油(501018.XSHG),多,47800股,47800股,1.356,64816.8,3967.4,1.273,-,0,1147.2,0股,6.52%,64900.83,99.87%
2025-01-16,,Cash,,,,,84.03,,,,,,,,0
2025-01-17,基金,南方原油(501018.XSHG),多,47800股,47800股,1.352,64625.6,3776.2,1.273,-,0,-191.2,0股,6.21%,64709.63,99.87%
2025-01-17,,Cash,,,,,84.03,,,,,,,,0
2025-01-20,基金,南方原油(501018.XSHG),多,47800股,47800股,1.334,63765.2,2915.8,1.273,-,0,-860.4,0股,4.79%,63849.23,99.87%
2025-01-20,,Cash,,,,,84.03,,,,,,,,0
2025-01-21,基金,南方原油(501018.XSHG),多,47800股,47800股,1.324,63287.2,2437.8,1.273,-,0,-478,0股,4.01%,63371.23,99.87%
2025-01-21,,Cash,,,,,84.03,,,,,,,,0
2025-01-22,基金,南方原油(501018.XSHG),多,47800股,47800股,1.31,62618,1768.6,1.273,-,0,-669.2,0股,2.91%,62702.03,99.87%
2025-01-22,,Cash,,,,,84.03,,,,,,,,0
2025-01-23,基金,南方原油(501018.XSHG),多,47800股,47800股,1.303,62283.4,1434,1.273,-,0,-334.6,0股,2.36%,62367.43,99.87%
2025-01-23,,Cash,,,,,84.03,,,,,,,,0
2025-01-24,基金,豆粕ETF华夏(159985.XSHE),多,32200股,32200股,1.924,61952.8,-32.2,1.925,-,0,-32.2,32200股,-0.05%,62131.62,99.71%
2025-01-24,,Cash,,,,,178.82,,,,,,,,0
2025-01-27,基金,豆粕ETF华夏(159985.XSHE),多,32200股,32200股,1.91,61502,-483,1.925,-,0,-450.8,0股,-0.78%,61680.82,99.71%
2025-01-27,,Cash,,,,,178.82,,,,,,,,0
2025-02-05,基金,豆粕ETF华夏(159985.XSHE),多,32200股,32200股,1.988,64013.6,2028.6,1.925,-,0,2511.6,0股,3.27%,64192.42,99.72%
2025-02-05,,Cash,,,,,178.82,,,,,,,,0
2025-02-06,基金,豆粕ETF华夏(159985.XSHE),多,32200股,32200股,1.969,63401.8,1416.8,1.925,-,0,-611.8,0股,2.29%,63580.62,99.72%
2025-02-06,,Cash,,,,,178.82,,,,,,,,0
2025-02-07,基金,豆粕ETF华夏(159985.XSHE),多,32200股,32200股,1.97,63434,1449,1.925,-,0,32.2,0股,2.34%,63612.82,99.72%
2025-02-07,,Cash,,,,,178.82,,,,,,,,0
2025-02-10,基金,豆粕ETF华夏(159985.XSHE),多,32200股,32200股,1.964,63240.8,1255.8,1.925,-,0,-193.2,0股,2.03%,63419.62,99.72%
2025-02-10,,Cash,,,,,178.82,,,,,,,,0
2025-02-11,基金,豆粕ETF华夏(159985.XSHE),多,32200股,32200股,1.965,63273,1288,1.925,-,0,32.2,0股,2.08%,63451.82,99.72%
2025-02-11,,Cash,,,,,178.82,,,,,,,,0
2025-02-12,基金,黄金ETF(518880.XSHG),多,9500股,9500股,6.538,62111,152,6.522,-,0,152,9500股,0.25%,62400.02,99.54%
2025-02-12,,Cash,,,,,289.02,,,,,,,,0
2025-02-13,基金,黄金ETF(518880.XSHG),多,9500股,9500股,6.57,62415,456,6.522,-,0,304,0股,0.74%,62704.02,99.54%
2025-02-13,,Cash,,,,,289.02,,,,,,,,0
2025-02-14,基金,黄金ETF(518880.XSHG),多,9500股,9500股,6.605,62747.5,788.5,6.522,-,0,332.5,0股,1.27%,63036.52,99.54%
2025-02-14,,Cash,,,,,289.02,,,,,,,,0
2025-02-17,基金,黄金ETF(518880.XSHG),多,9500股,9500股,6.494,61693,-266,6.522,-,0,-1054.5,0股,-0.43%,61982.02,99.53%
2025-02-17,,Cash,,,,,289.02,,,,,,,,0
2025-02-18,基金,黄金ETF(518880.XSHG),多,9500股,9500股,6.555,62272.5,313.5,6.522,-,0,579.5,0股,0.51%,62561.52,99.54%
2025-02-18,,Cash,,,,,289.02,,,,,,,,0
2025-02-19,基金,黄金ETF(518880.XSHG),多,9500股,9500股,6.598,62681,722,6.522,-,0,408.5,0股,1.17%,62970.02,99.54%
2025-02-19,,Cash,,,,,289.02,,,,,,,,0
2025-02-20,基金,黄金ETF(518880.XSHG),多,9500股,9500股,6.619,62880.5,921.5,6.522,-,0,199.5,0股,1.49%,63169.52,99.54%
2025-02-20,,Cash,,,,,289.02,,,,,,,,0
2025-02-21,基金,黄金ETF(518880.XSHG),多,9500股,9500股,6.568,62396,437,6.522,-,0,-484.5,0股,0.71%,62685.02,99.54%
2025-02-21,,Cash,,,,,289.02,,,,,,,,0
2025-02-24,基金,黄金ETF(518880.XSHG),多,9500股,9500股,6.581,62519.5,560.5,6.522,-,0,123.5,0股,0.9%,62808.52,99.54%
2025-02-24,,Cash,,,,,289.02,,,,,,,,0
2025-02-25,基金,双创龙头(588330.XSHG),多,102200股,0股,0.614,62750.8,-102.2,0.615,-,0,-102.2,102200股,-0.16%,62750.78,100%
2025-02-25,,Cash,,,,,-0.02,,,,,,,,0
