排名,策略名称,综合评分,策略收益,策略年化收益,超额收益,基准收益,阿尔法,贝塔,夏普比率,胜率,盈亏比,最大回撤,索提诺比率,日均超额收益,超额收益最大回撤,超额收益夏普比率,日胜率,盈利次数,亏损次数,信息比率,策略波动率,基准波动率,最大回撤区间
1,五福7.5,114.21,45.52668732640001,3.5897238948491346,30.920548170699327,0.4575779550398835,3.485744419071999,0.5275782470138116,8.744032478836898,0.6012658227848101,2.3760132843361745,0.20909100916686063,16.53159144036725,0.005833351861688117,0.18306422071825657,7.157775311009687,0.5650793650793651,190,126,8.497325786545119,0.40595959626642497,0.19097174067629913,2024-06-20 ~ 2024-09-09
2,五福7.3,109.18,28.459965887400067,2.828500133002999,19.21158853667891,0.4575779550398835,2.732308244452294,0.4633613779713194,7.812355898012582,0.5982404692082112,2.2976641322441016,0.14329904821822026,14.2794130756004,0.005041038231909518,0.12936136710102075,6.194825513731081,0.5587301587301587,204,137,7.395439315198693,0.3569346007025073,0.19097174067629913,2024-12-05 ~ 2025-01-03
3,五福V5.2-日内趋势第二版（7.4）,98.33,24.812831164200016,2.6328899190031234,16.709400087279523,0.4575779550398835,2.5323630567890754,0.4991078072500487,7.223975978327166,0.553072625698324,2.070064519798219,0.19386335567462776,13.488779172103362,0.004827822899179299,0.16033672269556265,5.75785025321612,0.546031746031746,198,160,6.884370231270477,0.3589283694716204,0.19097174067629913,2025-02-21 ~ 2025-04-07
